Title,Genres,Imdb Score,tags
To All the Boys I've Loved Before,"['comedy', 'romance', 'drama']",7.0/10,"When her secret love letters somehow get mailed to each of her five crushes, Lara Jean finds her quiet high school existence turned upside down. comedy romance drama LanaCondor NoahCentineo JanelParrish AnnaCathcart AndrewBachelor TrezzoMahoro MadaleineArthur IsraelBroussard EmilijaBaranac JohnCorbett"
To All The Boys: Always And Forever,"['comedy', 'romance']",6.1/10,Senior year of high school takes center stage as Lara Jean returns from a family trip to Korea and considers her college plans â€” with and without Peter. comedy romance LanaCondor NoahCentineo JanelParrish AnnaCathcart RossButler MadeleineArthur EmilijaBaranac TrezzoMahoro SarayuBlue JohnCorbett KelceyMawema SofiaBlack-D'Elia HenryThomas
To All the Boys: P.S. I Still Love You,"['comedy', 'romance']",6.2/10,"Lara Jean is officially Peterâ€™s girlfriend, so everything should be perfect, right? But feelings grow complicated when an old crush reenters her life. comedy romance LanaCondor NoahCentineo JordanFisher AnnaCathcart JanelParrish RossButler MadaleineArthur EmilijaBaranac TrezzoMahoro HollandTaylor SarayuBlue JohnCorbett"
Toilet: Ek Prem Katha,"['comedy', 'drama']",7.3/10,"On her first day of marriage, a woman leaves her husband upon learning his home lacks a toilet, sparking a quixotic quest to acquire modern sanitation. comedy drama AkshayKumar BhumiPednekar DivyenduSharma AtulSrivastava AnupamKher AyeshaRazaMishra MukeshSBhatt ShubhaKhote SudhirPandey"
Tokyo Trial,['drama'],7.3/10,"In the wake of World War II, 11 Allied judges are tasked with weighing the fates of Japanese war criminals in a tense international trial. drama MarcelHensema PaulFreeman IrrfanKhan StacyKeach MichaelIronside StephenMcHattie ShinyaTsukamoto"
The Walking Dead,"['action', 'adventure', 'drama']",8.3/10,"In the wake of a zombie apocalypse, survivors hold on to the hope of humanity by banding together to wage a fight for their own survival. action adventure drama AndrewLincoln StevenYeun NormanReedus ChandlerRiggs MelissaMcBride LaurenCohan DanaiGurira AlannaMasterson SonequaMartin-Green JoshMcDermitt ChristianSerratos SethGilliam RossMarquand LennieJames EmilyKinney JonBernthal"
Transformer,"['documentary', 'drama']",7.5/10,Powerlifter Matt Kroczaleski faced his greatest challenge when he came out as transgender. This documentary captures his transition into a woman. documentary drama JanaeMarieKroczaleski
Transformers Prime,['family'],8.0/10,"With the help of three human allies, the Autobots once again protect Earth from the onslaught of the Decepticons and their leader, Megatron. family PeterCullen SumaleeMontano FrankWelker JeffreyCombs KevinMichaelRichardson TaniaGunadi JoshKeaton SteveBlum AndyPessoa ErnieHudson DaranNorris WillFriedle"
Transformers Rescue Bots Academy,['family'],6.5/10,"As part of the first class at the Rescue Bots Academy, five Cybertron recruits train under their skilled teachers and take on daring rescue missions. family AdamAndrianopolous PierceCravens XanderCrowell PaulGuyet MichaelHansen MasonHensley CourtneyShaw AlanTrinca KeyonWilliams AndyZou"
Transformers: Cyberverse,['family'],7.0/10,Optimus Prime and the AllSpark are missing â€“ and only a memory-scrambled Bumblebee holds the key to finding them in this animated sci-fi series. family SophiaIsabella JeremyLevy JacobTillman RyanAndes DeannaMcGovern DickTerhune
Transformers: Rescue Bots,['family'],6.4/10,"Follow the adventure of four young transformers, Heatwave, Chase, Blades and Boulder, and their human counterparts: a family of emergency responders. family LaceyChabert ElanGarfias MauriceLaMarche JasonMarsden ShannonMcKain SteveBlum ParveshCheena D.C.Douglas ImariWilliams LeVarBurton DiamondWhite"
Transformers: Robots in Disguise,['family'],6.2/10,"When a prison ship crash unleashes hundreds of Decepticons on Earth, Bumblebee leads a new Autobot force to protect humankind. family WillFriedle DarrenCriss ConstanceZimmer KharyPayton MitchellWhitfield StuartAllan TedMcGinley PeterCullen"
Transformers: War For Cybertron Trilogy,['animation'],7.5/10,"As the Autobots and Decepticons ravage their planet in a brutal civil war, two iconic leaders emerge in the Transformers universe's origin story. animation JakeFoushee JasonMarnocha LinsayRousseau JoeZieja FrankTodaro BillRogers KeithSilverstein EdwardBosco"
Twilight,"['romance', 'action', 'adventure', 'drama']",5.0/10,"When Bella Swan moves in with her father, she starts school and meets Edward, a mysterious classmate who reveals himself to be a 108-year-old vampire. romance action adventure drama KristenStewart RobertPattinson BillyBurke PeterFacinelli ElizabethReaser CamGigandet AshleyGreene AnnaKendrick NikkiReed TaylorLautner JacksonRathbone KellanLutz"
Udta Punjab,['drama'],7.7/10,"Drug abuse and the darker side of Punjab rear their heads in the intense, interwoven tales of a cop, a doctor, a migrant worker and a rock star. drama ShahidKapoor KareenaKapoor AliaBhatt DiljitDosanjh SatishKaushik SuhailNayyar PrabhjyotSingh HarpreetSingh ManavVij TaranBajaj"
Until Dawn,"['comedy', 'drama']",2.9/10,Franceâ€™s funniest comics carry out ghastly tasks as they try to outlast â€“ and outwit â€“ one another while overnighting in haunted locations. comedy drama AhmedSylla AlbanIvanov OrnellaFleury Natoo Carlito Mcfly Djimo LolaDubini NoomDiawara TaniaDutel HakimJemili JasonBrokerss BÃ©rengÃ¨reKrief ThomasVandenberghe MonsieurPoulpe JhonRachid AudreyPirault JeanfiJanssens FadilyCamara LauriePeret IssaDoumbia Anne-SophieGirard ElhadjGaye GuillaumeBats
Vincenzo,"['comedy', 'drama']",8.5/10,"During a visit to his motherland, a Korean-Italian mafia lawyer gives an unrivaled conglomerate a taste of its own medicine with a side of justice. comedy drama SongJoong-ki JeonYeo-been OkTaec-yeon YooJae-myung KimYeo-jin KwakDong-yeon ChoHan-cheul"
Vivah,"['romance', 'drama']",6.4/10,"Set up for an arranged marriage, a young couple enjoys an old-fashioned courtship, until an accident days before their wedding tests their nascent love. romance drama ShahidKapoor AmritaRao AnupamKher AlokNath SeemaBiswas SamirSoni LataSabharwal ManojJoshi DineshLamba AmritaPrakash"
Ungli,"['comedy', 'drama']",5.9/10,"An undercover cop finds himself in a strange position after infiltrating a ""gang"" that pulls wildly popular pranks on corrupt officials in Mumbai. comedy drama EmraanHashmi RandeepHooda KanganaRanaut SanjayDutt NehaDhupia AngadBedi NeilBhoopalam ShraddhaKapoor"
Wake Up Sid,"['comedy', 'romance', 'drama']",7.7/10,A spoiled trust fund brat finds himself stuck in a rut of meaningless late-night parties â€“ until he meets a significantly older woman and writer. comedy romance drama RanbirKapoor KonkonaSenSharma ShrutiBapna KrutikaBolaki NamitDas MunirKabani MohsinAliKhan AnupamKher RahulKhanna KainazMotivala
We Bare Bears,"['comedy', 'family']",8.0/10,"Grizzly, Panda and Ice Bear are three adopted bear brothers struggling against their animal instincts to fit into the civilized, modern human world. comedy family EricEdelstein DemetriMartin BobbyMoynihan"
Welcome,"['musical', 'comedy', 'drama']",6.7/10,"In this silly Bollywood farce, the brothers of a Mafia princess set out on a comical mission to marry their sister into a respectable family. musical comedy drama AkshayKumar KatrinaKaif NanaPatekar AnilKapoor PareshRawal MallikaSherawat FerozKhan RuslaanMumtaz SunilShetty MalaikaArora Asrani"
What's New Scooby-Doo?,"['comedy', 'family']",7.4/10,Scooby-Doo and the gang enter the 21st century with this updated edition of the original series with more ghoulish mysteries to solve. comedy family FrankWelker CaseyKasem MindyCohn GreyDeLisle
Zero,"['comedy', 'drama']",5.2/10,"Through his relationships with two wildly different women, a vertically challenged bachelor with a larger-than-life persona must discover his purpose. comedy drama ShahRukhKhan AnushkaSharma KatrinaKaif MohammedZeeshanAyyub TigmanshuDhulia SheebaChaddha BrijendraKala MallikaDua AbhayDeol Madhavan"
Zindagi Na Milegi Dobara,"['comedy', 'drama']",8.3/10,Three friends on an adventurous road trip/bachelor party in Spain learn some lessons about themselves and each other that will change them forever. comedy drama HrithikRoshan AbhayDeol FarhanAkhtar KatrinaKaif KalkiKoechlin DeeptiNaval NaseeruddinShah AriadnaCabrol
World Famous Lover,"['romance', 'drama']",4.9/10,"When his frustrated girlfriend decides to leave him, a struggling writer gets down to work on stories of romance he hopes will win her back. romance drama VijayDeverakonda RaashiKhanna AishwaryaRajesh CatherineTresa IzabelleLeite"
Zombieland,"['comedy', 'horror']",7.7/10,"Amid a zombie apocalypse, a cautious loner joins a Twinkie-obsessed daredevil and a cunning pair of sisters on a road trip from Texas to Los Angeles. comedy horror JesseEisenberg WoodyHarrelson EmmaStone AbigailBreslin AmberHeard BillMurray DerekGraf"
